LID,Language,Longitude,Latitude,ISO639.3,Continent,Area,Macrocontinent
1436,Duna,142.5,-5.5,duc,NG and Oceania,Interior New Guinea,Pacific
3086,Hewa,142.55,-5.04,ham,NG and Oceania,Interior New Guinea,Pacific
1482,Edolo,142.67,-6.17,etr,NG and Oceania,Interior New Guinea,Pacific
1486,Fasu,143.33,-6.58,faa,NG and Oceania,Interior New Guinea,Pacific
1493,Foe,143.5,-6.5,foi,NG and Oceania,Interior New Guinea,Pacific
1475,Enga,143.67,-5.5,enq,NG and Oceania,Interior New Guinea,Pacific
130,Kewa,143.83,-6.5,kew,NG and Oceania,Interior New Guinea,Pacific
2667,Kaugel,144,-6,ubu,NG and Oceania,Interior New Guinea,Pacific
437,Ku Waru,144,-6,whg,NG and Oceania,Interior New Guinea,Pacific
3061,Imbongu,144.03,-6.13,imo,NG and Oceania,Interior New Guinea,Pacific
1852,Kyaka,144.08,-5.55,kyc,NG and Oceania,Interior New Guinea,Pacific
2586,Haruai,144.17,-5.08,tmd,NG and Oceania,Interior New Guinea,Pacific
136,Kobon,144.33,-5.17,kpw,NG and Oceania,Interior New Guinea,Pacific
3059,Melpa,144.34,-5.62,med,NG and Oceania,Interior New Guinea,Pacific
3060,Nii,144.52,-5.76,nii,NG and Oceania,Interior New Guinea,Pacific
1782,Kalam,144.58,-5.25,kmh,NG and Oceania,Interior New Guinea,Pacific
1944,Maring,144.67,-5.5,mbw,NG and Oceania,Interior New Guinea,Pacific
2698,Wahgi,144.72,-5.83,wgi,NG and Oceania,Interior New Guinea,Pacific
1578,Golin,144.75,-6.33,gvf,NG and Oceania,Interior New Guinea,Pacific
1835,Kuman,145,-5.92,kue,NG and Oceania,Interior New Guinea,Pacific
2486,Tabare,145,-6.08,sst,NG and Oceania,Interior New Guinea,Pacific
345,Salt-Yui,145.03,-6.28,sll,NG and Oceania,Interior New Guinea,Pacific
2932,Dom,145.1,-6.43,doa,NG and Oceania,Interior New Guinea,Pacific
1154,Chuave,145.12,-6.12,cjv,NG and Oceania,Interior New Guinea,Pacific
2829,Gende,145.13,-5.67,gaf,NG and Oceania,Interior New Guinea,Pacific
2459,Siane,145.2,-6.08,snp,NG and Oceania,Interior New Guinea,Pacific
367,Tauya,145.33,-5.75,tya,NG and Oceania,Interior New Guinea,Pacific
2869,Yagaria,145.38,-6.08,ygr,NG and Oceania,Interior New Guinea,Pacific
1517,Alekano,145.42,-6,gah,NG and Oceania,Interior New Guinea,Pacific
103,Hua,145.42,-6.33,ygr,NG and Oceania,Interior New Guinea,Pacific
993,Benabena,145.5,-6.17,bef,NG and Oceania,Interior New Guinea,Pacific
1494,Fore,145.5,-6.75,for,NG and Oceania,Interior New Guinea,Pacific
3078,Kanite,145.56,-6.39,kmu,NG and Oceania,Interior New Guinea,Pacific
232,Usarufa,145.58,-6.42,usa,NG and Oceania,Interior New Guinea,Pacific
3081,Kosena,145.66,-6.46,auy,NG and Oceania,Interior New Guinea,Pacific
1709,Kamano-Kafe,145.67,-6.25,kbq,NG and Oceania,Interior New Guinea,Pacific
940,Auyana,145.75,-6.5,auy,NG and Oceania,Interior New Guinea,Pacific
945,Awa,145.75,-6.67,awb,NG and Oceania,Interior New Guinea,Pacific
1098,Baruya,145.92,-6.92,byr,NG and Oceania,Interior New Guinea,Pacific
848,Agarabi,146,-6.17,agd,NG and Oceania,Interior New Guinea,Pacific
1518,Gadsup,146,-6.25,gaj,NG and Oceania,Interior New Guinea,Pacific
1954,Menya,146,-7.25,mcr,NG and Oceania,Interior New Guinea,Pacific
2523,Tairora,146,-6.5,tbg,NG and Oceania,Interior New Guinea,Pacific
915,Ampeeli,146.08,-6.75,apz,NG and Oceania,Interior New Guinea,Pacific
1026,Binumarien,146.08,-6.28,bjr,NG and Oceania,Interior New Guinea,Pacific
3082,Waffa,146.09,-6.56,waj,NG and Oceania,Interior New Guinea,Pacific
851,Angaatiha,146.25,-7.22,agm,NG and Oceania,Interior New Guinea,Pacific
536,Kapau,146.25,-7.5,hmt,NG and Oceania,Interior New Guinea,Pacific
2341,Patep,146.58,-6.92,ptp,NG and Oceania,Interior New Guinea,Pacific
2799,Yawuru,122.5,-18,ywr,Australia,N Australia,Pacific
485,Nyulnyul,122.83,-17,nyv,Australia,N Australia,Pacific
975,Bardi,122.92,-16.58,bcj,Australia,N Australia,Pacific
319,Nyigina,124.33,-18,nyh,Australia,N Australia,Pacific
2669,Worora,124.67,-15.67,wro,Australia,N Australia,Pacific
3206,Wangkajunga,125.57,-18.2,mpj,Australia,N Australia,Pacific
778,Kriol (Fitzroy Crossing),125.58,-18.17,rop,Australia,N Australia,Pacific
976,Bunuba,125.75,-17.75,bck,Australia,N Australia,Pacific
390,Ungarinjin,126,-16.33,ung,Australia,N Australia,Pacific
149,Kuniyanti,126.33,-18.33,gni,Australia,N Australia,Pacific
1584,Gunin,126.67,-14.25,gww,Australia,N Australia,Pacific
1540,Kitja,127.75,-17.5,gia,Australia,N Australia,Pacific
1262,Djaru,128,-18.75,ddj,Australia,N Australia,Pacific
183,Miriwung,129,-15.67,mep,Australia,N Australia,Pacific
196,Murrinh-patha,129.67,-14.67,mwf,Australia,N Australia,Pacific
891,Emmi,130,-13.5,zmr,Australia,N Australia,Pacific
556,Maranungku,130,-13.67,zmr,Australia,N Australia,Pacific
2812,Maringarr,130,-14.25,zmt,Australia,N Australia,Pacific
178,Marrithiyel,130,-13.83,mfr,Australia,N Australia,Pacific
2712,Bachamal,130.17,-13.17,wdj,Australia,N Australia,Pacific
2730,Tyeraity,130.33,-13,woa,Australia,N Australia,Pacific
2810,Madngele,130.42,-13.83,zml,Australia,N Australia,Pacific
170,Malak-Malak,130.42,-13.42,mpb,Australia,N Australia,Pacific
1363,Ngan'gityemerri,130.42,-14.25,nam,Australia,N Australia,Pacific
2355,Pungupungu,130.42,-13.5,wdj,Australia,N Australia,Pacific
1331,Jaminjung,130.5,-15.08,djd,Australia,N Australia,Pacific
2133,Ngankikurungkurr,130.5,-14,nam,Australia,N Australia,Pacific
2140,Ngarinyman,130.5,-16.5,nbj,Australia,N Australia,Pacific
1567,Gurindji,130.67,-17.67,gue,Australia,N Australia,Pacific
2838,Maramanandji,130.71,-13.76,zmm,Australia,N Australia,Pacific
2356,Kamu,130.83,-13.58,xmu,Australia,N Australia,Pacific
160,Larakiya,130.83,-12.67,lrg,Australia,N Australia,Pacific
378,Tiwi,131,-11.5,tiw,Australia,N Australia,Pacific
401,Wardaman,131,-15.5,wrr,Australia,N Australia,Pacific
2702,Wagiman,131.25,-14,waq,Australia,N Australia,Pacific
400,Waray,131.25,-13.17,wrz,Australia,N Australia,Pacific
1364,Bilinara,131.67,-16,nbj,Australia,N Australia,Pacific
692,Limilngan,131.92,-12.5,lmc,Australia,N Australia,Pacific
2104,Mudburra,132.08,-17.33,dmw,Australia,N Australia,Pacific
1633,Iwaidja,132.67,-11.5,ibd,Australia,N Australia,Pacific
82,Gaagudju,132.83,-12.58,gbu,Australia,N Australia,Pacific
173,Mangarayi,133.5,-14.67,mpc,Australia,N Australia,Pacific
181,Mawng,133.5,-11.92,mph,Australia,N Australia,Pacific
93,Gunwinggu,133.75,-12.5,gup,Australia,N Australia,Pacific
655,Mayali,133.75,-12.5,gup,Australia,N Australia,Pacific
68,Djingili,134,-17.75,jig,Australia,N Australia,Pacific
2724,Gunbalang,134,-12,wlg,Australia,N Australia,Pacific
209,Ngalakan,134,-14.25,nig,Australia,N Australia,Pacific
661,Ndjebbana,134.12,-12.17,djj,Australia,N Australia,Pacific
16,Alawa,134.25,-15.17,alh,Australia,N Australia,Pacific
1536,Gurr-goni,134.42,-12.25,gge,Australia,N Australia,Pacific
198,Nakkara,134.42,-12.12,nck,Australia,N Australia,Pacific
3188,Warumungu,134.5,-19.5,wrm,Australia,N Australia,Pacific
1088,Burarra,134.58,-12.25,bvr,Australia,N Australia,Pacific
473,Rembarrnga,134.58,-12.83,rmb,Australia,N Australia,Pacific
1333,Djinang,134.83,-12.33,dji,Australia,N Australia,Pacific
2161,Ngalkbun,134.83,-13.5,ngk,Australia,N Australia,Pacific
2379,Kriol (Ngukurr),135,-14.83,rop,Australia,N Australia,Pacific
2169,Ngandi,135,-13.83,nid,Australia,N Australia,Pacific
1965,Mara,135.17,-15,mec,Australia,N Australia,Pacific
1335,Djambarrpuyngu,135.5,-12.17,djr,Australia,N Australia,Pacific
1552,Gumatj,135.5,-12.5,gnn,Australia,N Australia,Pacific
2371,Ritharngu,135.5,-12.83,rit,Australia,N Australia,Pacific
405,Warndarang,135.58,-14.42,wnd,Australia,N Australia,Pacific
318,Nunggubuyu,135.67,-13.75,nuy,Australia,N Australia,Pacific
575,Wambaya,135.75,-18.67,wmb,Australia,N Australia,Pacific
66,Djapu,136,-13,duj,Australia,N Australia,Pacific
3148,Gupapuyngu,136,-12,guf,Australia,N Australia,Pacific
1268,Dhuwal (Dätiwuy),136.25,-12.17,duj,Australia,N Australia,Pacific
903,Anindilyakwa,136.5,-14,aoi,Australia,N Australia,Pacific
1547,Gaalpu,136.75,-12.67,dhg,Australia,N Australia,Pacific
84,Garrwa,137.17,-17.08,wrk,Australia,N Australia,Pacific
658,Yanyuwa,137.17,-16.42,jao,Australia,N Australia,Pacific
424,Yukulta,138.83,-17.33,gcd,Australia,N Australia,Pacific
1872,Lardil,139.33,-16.5,lbz,Australia,N Australia,Pacific
128,Kayardild,139.5,-17.05,gyd,Australia,N Australia,Pacific
2837,Gugadj,140.76,-17.51,ggd,Australia,N Australia,Pacific
787,Mayi-Yapi,141,-20,mnt,Australia,N Australia,Pacific
3130,Leningitij,141.5,-13,lnj,Australia,N Australia,Pacific
2225,Ngawun,141.5,-19,nxn,Australia,N Australia,Pacific
2721,Wik Ngathana,141.5,-13.92,wig,Australia,N Australia,Pacific
2722,Wik Munkan,141.75,-13.92,wim,Australia,N Australia,Pacific
745,Anguthimri,141.83,-12.33,aid,Australia,N Australia,Pacific
2562,Thaayorre,141.83,-14.58,thd,Australia,N Australia,Pacific
2775,Yir Yiront,141.83,-14.83,yiy,Australia,N Australia,Pacific
2679,Kugu Nganhcara,142,-14.42,uwa,Australia,N Australia,Pacific
659,Kala Lagaw La,142.12,-10.12,mwp,Australia,N Australia,Pacific
2303,Pakanha,142.42,-14.5,pkn,Australia,N Australia,Pacific
391,Uradhi,142.42,-11.92,urf,Australia,N Australia,Pacific
1764,Kunjen,142.5,-16.5,kjn,Australia,N Australia,Pacific
2535,Broken,143,-10.17,tcs,Australia,N Australia,Pacific
2354,Kuuku Ya'u,143.08,-12.58,kuy,Australia,N Australia,Pacific
2649,Thaypan,143.17,-14.83,typ,Australia,N Australia,Pacific
3179,Umpila,143.5,-13.5,ump,Australia,N Australia,Pacific
2928,Giramay (Dyirbal),144,-17,dbl,Australia,N Australia,Pacific
2665,Meryam Mir,144.08,-9.92,ulk,Australia,N Australia,Pacific
1871,Lamu-Lamu,144.5,-14.83,lby,Australia,N Australia,Pacific
1772,Guugu Yimidhirr,144.83,-15,kky,Australia,N Australia,Pacific
1579,Kuku-Yalanji,145,-16,gvn,Australia,N Australia,Pacific
788,Mbabaram,145,-17.17,vmb,Australia,N Australia,Pacific
2738,Warrungu,145,-18,wrg,Australia,N Australia,Pacific
1459,Djabugay,145.58,-16.75,dyy,Australia,N Australia,Pacific
71,Dyirbal,145.58,-17.83,dbl,Australia,N Australia,Pacific
580,Yidiny,145.75,-17,yii,Australia,N Australia,Pacific
2719,Warrgamay,146.08,-18.58,wgy,Australia,N Australia,Pacific
2233,Nyawaygi,146.17,-19,nyt,Australia,N Australia,Pacific
2449,Ma'ya,130.92,-1.25,slz,NG and Oceania,N Coast New Guinea,Pacific
369,Tehit,132,-1.5,kps,NG and Oceania,N Coast New Guinea,Pacific
2508,Inanwatan,132.08,-2.08,szp,NG and Oceania,N Coast New Guinea,Pacific
1642,Iha,132.25,-2.92,ihp,NG and Oceania,N Coast New Guinea,Pacific
1743,Abun,132.5,-0.5,kgr,NG and Oceania,N Coast New Guinea,Pacific
438,Maybrat,132.5,-1.33,ayz,NG and Oceania,N Coast New Guinea,Pacific
3196,Baham,132.66,-3.17,bdw,NG and Oceania,N Coast New Guinea,Pacific
1674,Arandai,133,-2.08,jbj,NG and Oceania,N Coast New Guinea,Pacific
869,Mpur,133.25,-0.75,akc,NG and Oceania,N Coast New Guinea,Pacific
1651,Irarutu,133.5,-3,irh,NG and Oceania,N Coast New Guinea,Pacific
1967,Meyah,133.5,-1.17,mej,NG and Oceania,N Coast New Guinea,Pacific
3211,Moskona,133.5,-1.17,mtj,NG and Oceania,N Coast New Guinea,Pacific
645,Hatam,134,-1,had,NG and Oceania,N Coast New Guinea,Pacific
1501,Mairasi,134,-3.5,zrs,NG and Oceania,N Coast New Guinea,Pacific
2048,Sougb,134,-1.5,mnx,NG and Oceania,N Coast New Guinea,Pacific
1998,Mor,135.75,-2.98,mhz,NG and Oceania,N Coast New Guinea,Pacific
1014,Biak,136,-1,bhw,NG and Oceania,N Coast New Guinea,Pacific
2848,Saweru,136,-1.9,swr,NG and Oceania,N Coast New Guinea,Pacific
417,Yawa,136.25,-1.75,yva,NG and Oceania,N Coast New Guinea,Pacific
887,Ambai,136.5,-1.83,amk,NG and Oceania,N Coast New Guinea,Pacific
2739,Waropen,136.58,-2.33,wrp,NG and Oceania,N Coast New Guinea,Pacific
133,Kirikiri,137.17,-3,kiy,NG and Oceania,N Coast New Guinea,Pacific
33,Bauzi,137.5,-2.5,bvz,NG and Oceania,N Coast New Guinea,Pacific
109,Iau,137.5,-3.17,tmu,NG and Oceania,N Coast New Guinea,Pacific
402,Warembori,137.58,-1.67,wsa,NG and Oceania,N Coast New Guinea,Pacific
847,Obokuitai,138,-3,afz,NG and Oceania,N Coast New Guinea,Pacific
366,Burmeso,138.06,-2.4,bzu,NG and Oceania,N Coast New Guinea,Pacific
2632,Sikaritai,138.25,-2.92,tty,NG and Oceania,N Coast New Guinea,Pacific
2473,Isirawa,138.5,-1.83,srl,NG and Oceania,N Coast New Guinea,Pacific
1848,Kwerba,138.5,-2.25,kwe,NG and Oceania,N Coast New Guinea,Pacific
2462,Sobei,138.75,-1.92,sob,NG and Oceania,N Coast New Guinea,Pacific
36,Berik,138.83,-2.25,bkl,NG and Oceania,N Coast New Guinea,Pacific
2676,Orya,139.83,-2.75,ury,NG and Oceania,N Coast New Guinea,Pacific
1055,Kaure,140.08,-3.42,bpp,NG and Oceania,N Coast New Guinea,Pacific
62,Demta,140.13,-2.33,dmy,NG and Oceania,N Coast New Guinea,Pacific
212,Nimboran,140.17,-2.5,nir,NG and Oceania,N Coast New Guinea,Pacific
1785,Kemtuik,140.33,-2.67,kmt,NG and Oceania,N Coast New Guinea,Pacific
2594,Tabla,140.42,-2.45,tnm,NG and Oceania,N Coast New Guinea,Pacific
190,Elseng,140.5,-3,mrf,NG and Oceania,N Coast New Guinea,Pacific
939,Awyi,140.58,-2.92,auw,NG and Oceania,N Coast New Guinea,Pacific
350,Sentani,140.58,-2.58,set,NG and Oceania,N Coast New Guinea,Pacific
1324,Indonesian (Irianese),140.67,-2.5,ind,NG and Oceania,N Coast New Guinea,Pacific
2628,Tobati,140.67,-2.58,tti,NG and Oceania,N Coast New Guinea,Pacific
1681,Manem,140.83,-3,jet,NG and Oceania,N Coast New Guinea,Pacific
2440,Sko,140.92,-2.67,skv,NG and Oceania,N Coast New Guinea,Pacific
1711,Dera,141,-3.58,kbv,NG and Oceania,N Coast New Guinea,Pacific
403,Waris,141,-3.17,wrs,NG and Oceania,N Coast New Guinea,Pacific
427,Karkar,141.08,-3.75,yuj,NG and Oceania,N Coast New Guinea,Pacific
849,Anggor,141.17,-3.75,agg,NG and Oceania,N Coast New Guinea,Pacific
112,Imonda,141.17,-3.33,imn,NG and Oceania,N Coast New Guinea,Pacific
2849,Skou,141.2,-2.4,skv,NG and Oceania,N Coast New Guinea,Pacific
820,Abau,141.25,-4,aau,NG and Oceania,N Coast New Guinea,Pacific
480,Amanab,141.25,-3.58,amn,NG and Oceania,N Coast New Guinea,Pacific
3140,Nai,141.27,-3.72,bio,NG and Oceania,N Coast New Guinea,Pacific
307,Krisa,141.28,-2.83,ksi,NG and Oceania,N Coast New Guinea,Pacific
3051,Kilmeri,141.29,-2.92,kih,NG and Oceania,N Coast New Guinea,Pacific
395,Vanimo,141.3,-2.67,vam,NG and Oceania,N Coast New Guinea,Pacific
3199,Kwomtari,141.5,-3.5,kwo,NG and Oceania,N Coast New Guinea,Pacific
2143,Nagatman,141.5,-3.75,nce,NG and Oceania,N Coast New Guinea,Pacific
3200,Momu,141.58,-3,fqs,NG and Oceania,N Coast New Guinea,Pacific
2390,Poko-Rawo,141.58,-2.83,rwa,NG and Oceania,N Coast New Guinea,Pacific
3138,Ama,141.62,-4.22,amm,NG and Oceania,N Coast New Guinea,Pacific
2190,Namia,141.75,-3.83,nnm,NG and Oceania,N Coast New Guinea,Pacific
3203,Owininga,141.75,-4.5,owi,NG and Oceania,N Coast New Guinea,Pacific
812,Womo,141.83,-2.92,wmx,NG and Oceania,N Coast New Guinea,Pacific
938,One,141.92,-3.25,aun,NG and Oceania,N Coast New Guinea,Pacific
28,Awtuw,142,-3.58,kmn,NG and Oceania,N Coast New Guinea,Pacific
2251,Olo,142,-3.42,ong,NG and Oceania,N Coast New Guinea,Pacific
943,Au,142.08,-3.58,avt,NG and Oceania,N Coast New Guinea,Pacific
3198,Barupu,142.1,-3.08,wra,NG and Oceania,N Coast New Guinea,Pacific
3083,Iwam (Sepik),142.12,-4.31,iws,NG and Oceania,N Coast New Guinea,Pacific
2780,Yil,142.15,-3.53,yll,NG and Oceania,N Coast New Guinea,Pacific
2175,Ningil,142.25,-3.5,niz,NG and Oceania,N Coast New Guinea,Pacific
2835,Ngala,142.33,-4.33,nud,NG and Oceania,N Coast New Guinea,Pacific
2733,Wogamusin,142.33,-4.25,wog,NG and Oceania,N Coast New Guinea,Pacific
3087,Saniyo-Hiyewe,142.37,-4.44,sny,NG and Oceania,N Coast New Guinea,Pacific
3030,Berinomo,142.42,-4.33,bit,NG and Oceania,N Coast New Guinea,Pacific
2588,Tumleo,142.42,-3.08,tmq,NG and Oceania,N Coast New Guinea,Pacific
2222,Mehek,142.5,-3.75,nux,NG and Oceania,N Coast New Guinea,Pacific
2684,Walman,142.5,-3.22,van,NG and Oceania,N Coast New Guinea,Pacific
419,Yessan-Mayo,142.6,-4,yss,NG and Oceania,N Coast New Guinea,Pacific
2674,Urim,142.67,-3.58,uri,NG and Oceania,N Coast New Guinea,Pacific
3085,Seim,142.68,-3.67,sim,NG and Oceania,N Coast New Guinea,Pacific
3072,Kombio,142.69,-3.48,xbi,NG and Oceania,N Coast New Guinea,Pacific
1784,Kwoma,142.75,-4.17,kmo,NG and Oceania,N Coast New Guinea,Pacific
1024,Bahinemo,142.83,-4.58,bjh,NG and Oceania,N Coast New Guinea,Pacific
2028,Manambu,142.83,-4.25,mle,NG and Oceania,N Coast New Guinea,Pacific
3180,Urat,142.83,-3.67,urt,NG and Oceania,N Coast New Guinea,Pacific
3075,Kamasau,142.84,-3.85,kms,NG and Oceania,N Coast New Guinea,Pacific
2736,Hanga Hundi,142.92,-3.83,wos,NG and Oceania,N Coast New Guinea,Pacific
746,Arapesh (Abu),142.95,-3.45,ado,NG and Oceania,N Coast New Guinea,Pacific
3070,Mufian,142.96,-3.58,aoj,NG and Oceania,N Coast New Guinea,Pacific
6,Ambulas,143,-3.83,abt,NG and Oceania,N Coast New Guinea,Pacific
499,Bukiyip,143,-3.5,ape,NG and Oceania,N Coast New Guinea,Pacific
1112,Chambri,143.08,-4.17,can,NG and Oceania,N Coast New Guinea,Pacific
24,Arapesh,143.17,-3.47,aon,NG and Oceania,N Coast New Guinea,Pacific
1336,Sare,143.17,-4.5,dju,NG and Oceania,N Coast New Guinea,Pacific
1630,Iatmul,143.25,-4.25,ian,NG and Oceania,N Coast New Guinea,Pacific
14,Alamblak,143.33,-4.67,amp,NG and Oceania,N Coast New Guinea,Pacific
1100,Boiken,143.5,-3.5,bzf,NG and Oceania,N Coast New Guinea,Pacific
420,Yimas,143.55,-4.67,yee,NG and Oceania,N Coast New Guinea,Pacific
1850,Kairiru,143.58,-3.33,kxa,NG and Oceania,N Coast New Guinea,Pacific
3122,Biwat,143.87,-4.39,bwm,NG and Oceania,N Coast New Guinea,Pacific
1712,Kambot,144.13,-4.25,kbx,NG and Oceania,N Coast New Guinea,Pacific
2089,Murik,144.25,-3.83,mtf,NG and Oceania,N Coast New Guinea,Pacific
83,Gapun,144.5,-4.08,gpn,NG and Oceania,N Coast New Guinea,Pacific
2363,Rao,144.5,-4.75,rao,NG and Oceania,N Coast New Guinea,Pacific
2705,Watam,144.5,-3.92,wax,NG and Oceania,N Coast New Guinea,Pacific
1718,Kaian,144.75,-4.08,kct,NG and Oceania,N Coast New Guinea,Pacific
1532,Kire,144.75,-4.25,geb,NG and Oceania,N Coast New Guinea,Pacific
2087,Mikarew,144.92,-4.42,msy,NG and Oceania,N Coast New Guinea,Pacific
894,Nend,144.92,-5,anh,NG and Oceania,N Coast New Guinea,Pacific
1645,Anamuxra,145,-4.67,imi,NG and Oceania,N Coast New Guinea,Pacific
2099,Manam,145,-4,mva,NG and Oceania,N Coast New Guinea,Pacific
2109,Monumbo,145,-4.25,mxk,NG and Oceania,N Coast New Guinea,Pacific
393,Usan,145.17,-4.83,wnu,NG and Oceania,N Coast New Guinea,Pacific
3210,Mauwake,145.39,-4.52,mhl,NG and Oceania,N Coast New Guinea,Pacific
20,Amele,145.58,-5.25,aey,NG and Oceania,N Coast New Guinea,Pacific
969,Bau,145.62,-5.25,bbd,NG and Oceania,N Coast New Guinea,Pacific
1587,Garus,145.67,-4.95,gyb,NG and Oceania,N Coast New Guinea,Pacific
2018,Matukar,145.75,-4.92,mjk,NG and Oceania,N Coast New Guinea,Pacific
2031,Mugil,145.75,-4.88,mlp,NG and Oceania,N Coast New Guinea,Pacific
1057,Bongu,145.92,-5.5,bpu,NG and Oceania,N Coast New Guinea,Pacific
2391,Rawa,146,-5.83,rwo,NG and Oceania,N Coast New Guinea,Pacific
2479,Siroi,146,-5.5,ssd,NG and Oceania,N Coast New Guinea,Pacific
736,Takia,146,-4.67,tbc,NG and Oceania,N Coast New Guinea,Pacific
407,Waskia,146,-4.5,wsk,NG and Oceania,N Coast New Guinea,Pacific
3062,Iyo,146.09,-5.84,nca,NG and Oceania,N Coast New Guinea,Pacific
955,Adzera,146.25,-6.25,azr,NG and Oceania,N Coast New Guinea,Pacific
3063,Awara,146.37,-6.17,awx,NG and Oceania,N Coast New Guinea,Pacific
2189,Nankina,146.45,-5.78,nnk,NG and Oceania,N Coast New Guinea,Pacific
2729,Wantoat,146.5,-6.17,wnc,NG and Oceania,N Coast New Guinea,Pacific
3064,Numanggang,146.72,-6.39,nop,NG and Oceania,N Coast New Guinea,Pacific
3157,Labu,146.92,-6.75,lbu,NG and Oceania,N Coast New Guinea,Pacific
1866,Aribwatsa,147,-6.72,laz,NG and Oceania,N Coast New Guinea,Pacific
2086,Musom,147,-6.58,msu,NG and Oceania,N Coast New Guinea,Pacific
2127,Nabak,147,-6.42,naf,NG and Oceania,N Coast New Guinea,Pacific
913,Arop-Lokep,147.05,-5.38,apr,NG and Oceania,N Coast New Guinea,Pacific
2396,Kele,147.08,-2.08,sbc,NG and Oceania,N Coast New Guinea,Pacific
3077,Timbe,147.08,-6.09,tim,NG and Oceania,N Coast New Guinea,Pacific
2413,Selepet,147.17,-6.17,spl,NG and Oceania,N Coast New Guinea,Pacific
1908,Lou,147.32,-2.38,loj,NG and Oceania,N Coast New Guinea,Pacific
1041,Burum,147.33,-6.5,bmu,NG and Oceania,N Coast New Guinea,Pacific
1911,Loniu,147.33,-2.07,los,NG and Oceania,N Coast New Guinea,Pacific
2429,Sio,147.33,-5.95,xsi,NG and Oceania,N Coast New Guinea,Pacific
3065,Borong,147.51,-6.57,ksr,NG and Oceania,N Coast New Guinea,Pacific
2253,Ono,147.58,-6.17,ons,NG and Oceania,N Coast New Guinea,Pacific
126,Kâte,147.75,-6.5,kmg,NG and Oceania,N Coast New Guinea,Pacific
1669,Jabêm,147.78,-6.58,jae,NG and Oceania,N Coast New Guinea,Pacific
2041,Mangap-Mbula,148.08,-5.67,mna,NG and Oceania,N Coast New Guinea,Pacific
1981,Maleu,148.42,-5.72,mgl,NG and Oceania,N Coast New Guinea,Pacific
862,Amara,148.5,-5.67,aie,NG and Oceania,N Coast New Guinea,Pacific
22,Anêm,149.08,-5.58,anz,NG and Oceania,N Coast New Guinea,Pacific
971,Bali-Vitu,149.12,-4.9,bbn,NG and Oceania,N Coast New Guinea,Pacific
1470,Mussau,149.62,-1.45,emi,NG and Oceania,N Coast New Guinea,Pacific
1748,Kaliai-Kove,149.67,-5.58,khl,NG and Oceania,N Coast New Guinea,Pacific
2339,Kaulong,149.67,-6.17,pss,NG and Oceania,N Coast New Guinea,Pacific
2982,Bariai,150.15,-5.55,bch,NG and Oceania,N Coast New Guinea,Pacific
1874,Tungak,150.25,-2.55,lcm,NG and Oceania,N Coast New Guinea,Pacific
2131,Nakanai,150.58,-5.58,nak,NG and Oceania,N Coast New Guinea,Pacific
2558,Tigak,150.8,-2.72,tgc,NG and Oceania,N Coast New Guinea,Pacific
1881,Kara (Papua New Guinea),151.12,-2.83,leu,NG and Oceania,N Coast New Guinea,Pacific
2132,Nalik,151.33,-2.95,nal,NG and Oceania,N Coast New Guinea,Pacific
1828,Kuot,151.5,-3.05,kto,NG and Oceania,N Coast New Guinea,Pacific
359,Sulka,151.92,-5.08,sua,NG and Oceania,N Coast New Guinea,Pacific
30,Baining,152,-4.58,byx,NG and Oceania,N Coast New Guinea,Pacific
2635,Taulil,152.08,-4.42,tuh,NG and Oceania,N Coast New Guinea,Pacific
381,Tolai,152.08,-4.25,ksd,NG and Oceania,N Coast New Guinea,Pacific
1527,Mali,152.25,-4.83,gcc,NG and Oceania,N Coast New Guinea,Pacific
1535,Patpatar,152.5,-3.77,gfk,NG and Oceania,N Coast New Guinea,Pacific
2418,Sursurunga,152.77,-4,sgz,NG and Oceania,N Coast New Guinea,Pacific
2434,Siar,152.92,-4.67,sjr,NG and Oceania,N Coast New Guinea,Pacific
2559,Tangga,153.2,-3.47,tgg,NG and Oceania,N Coast New Guinea,Pacific
1505,Futuna (East),-178.17,-14.33,fud,NG and Oceania,Oceania,Pacific
2699,Wallisian,-176.2,-13.3,wls,NG and Oceania,Oceania,Pacific
2216,Niuafo'ou,-175.62,-15.57,num,NG and Oceania,Oceania,Pacific
2602,Tongan,-175.17,-21.17,ton,NG and Oceania,Oceania,Pacific
2599,Tokelauan,-172,-9,tkl,NG and Oceania,Oceania,Pacific
2174,Niuean,-170.12,-19.05,niu,NG and Oceania,Oceania,Pacific
1598,Hawaiian Creole,-158,21.5,hwc,NG and Oceania,Oceania,Pacific
1628,Hawaiian,-155.5,19.58,haw,NG and Oceania,Oceania,Pacific
2565,Tahitian,-149.58,-17.67,tht,NG and Oceania,Oceania,Pacific
2312,Tuamotuan,-144,-17,pmt,NG and Oceania,Oceania,Pacific
2080,Marquesan,-140.08,-8.92,mrq,NG and Oceania,Oceania,Pacific
564,Rapanui,-109,-27,rap,NG and Oceania,Oceania,Pacific
2995,Sasak,116.2,-8.42,sas,NG and Oceania,Oceania,Pacific
1013,Bima,118.5,-8.5,bhp,NG and Oceania,Oceania,Pacific
2342,Bambam,119.08,-3.08,ptu,NG and Oceania,Oceania,Pacific
1992,Mandar,119.08,-3.42,mdr,NG and Oceania,Oceania,Pacific
933,Aralle-Tabulahan,119.25,-2.75,atq,NG and Oceania,Oceania,Pacific
