LID,Language,Longitude,Latitude,ISO639.3,Continent,Area,Macrocontinent
2553,Tewa (Arizona),-110.42,35.83,tew,W N America,Basin and Plains,Americas
914,Apache (Western),-110,33.75,apw,W N America,Basin and Plains,Americas
687,Hopi,-110,36,hop,W N America,Basin and Plains,Americas
1403,Shoshone (Wind River),-108.83,43.42,shh,W N America,Basin and Plains,Americas
429,Zuni,-108.83,35.08,zun,W N America,Basin and Plains,Americas
910,Apache (Chiricahua),-108,33.25,apm,W N America,Basin and Plains,Americas
204,Navajo,-108,36.17,nav,W N America,Basin and Plains,Americas
10,Acoma,-107.58,34.92,kjq,W N America,Basin and Plains,Americas
2603,Jemez,-107,35.83,tow,W N America,Basin and Plains,Americas
2958,Keresan (Laguna),-106.67,35.42,kee,W N America,Basin and Plains,Americas
1727,Keresan (Santa Ana),-106.67,35.42,kee,W N America,Basin and Plains,Americas
2575,Tiwa (Southern),-106.33,35,tix,W N America,Basin and Plains,Americas
1418,Tewa (Rio Grande),-106.17,36.25,tew,W N America,Basin and Plains,Americas
1419,Tewa (San Juan Pueblo),-106.08,36.08,tew,W N America,Basin and Plains,Americas
2517,Tiwa (Northern),-105.5,36.5,twf,W N America,Basin and Plains,Americas
909,Apache (Jicarilla),-104,36.58,apj,W N America,Basin and Plains,Americas
2100,Mattole,-124.17,40.17,mvb,W N America,California,Americas
412,Wiyot,-124.17,40.83,wiy,W N America,California,Americas
757,Chasta Costa,-124,42.67,coq,W N America,California,Americas
428,Yurok,-124,41.33,yur,W N America,California,Americas
1621,Hupa,-123.67,41.08,hup,W N America,California,Americas
1831,Kato,-123.67,39.67,ktw,W N America,California,Americas
2286,Pomo (Northern),-123.5,39.33,pej,W N America,California,Americas
2792,Yuki,-123.5,39.67,yuk,W N America,California,Americas
1766,Kashaya,-123.33,38.67,kju,W N America,California,Americas
2322,Pomo (Central),-123.33,39,poo,W N America,California,Americas
51,Chimariko,-123,41,cid,W N America,California,Americas
125,Karok,-123,41.67,kyh,W N America,California,Americas
1189,Miwok (Bodega),-123,38.33,csi,W N America,California,Americas
363,Takelma,-123,42.5,tkm,W N America,California,Americas
568,Pomo (Southeastern),-122.8,38.5,pom,W N America,California,Americas
1902,Miwok (Lake),-122.67,38.92,lmw,W N America,California,Americas
72,Pomo (Eastern),-122.67,39,peb,W N America,California,Americas
351,Shasta,-122.67,41.83,sht,W N America,California,Americas
398,Wappo,-122.5,38.5,wao,W N America,California,Americas
409,Wintu,-122.5,41,wnw,W N America,California,Americas
1445,Patwin,-122.33,39,pwi,W N America,California,Americas
761,Costanoan,-122,37,css,W N America,California,Americas
665,Yana,-122,40.5,ynn,W N America,California,Americas
1479,Esselen,-121.75,36.25,esq,W N America,California,Americas
1927,Konkow,-121.5,39.5,mjd,W N America,California,Americas
1257,Mutsun,-121.5,36.83,css,W N America,California,Americas
934,Atsugewi,-121,40.75,atw,W N America,California,Americas
2313,Miwok (Plains),-121,38,pmw,W N America,California,Americas
2210,Nisenan,-121,39,nsz,W N America,California,Americas
344,Salinan,-121,36,sln,W N America,California,Americas
168,Maidu (Northeast),-120.67,40,nmu,W N America,California,Americas
2209,Miwok (Northern Sierra),-120.67,38.33,nsq,W N America,California,Americas
1191,Miwok (Central Sierra),-120.33,38,csm,W N America,California,Americas
1048,Barbareño,-120.25,34.5,boi,W N America,California,Americas
113,Ineseño,-120.25,34.67,inz,W N America,California,Americas
356,Miwok (Southern Sierra),-120,37.5,skd,W N America,California,Americas
406,Washo,-120,39.25,was,W N America,California,Americas
508,Yokuts,-120,37,yok,W N America,California,Americas
2841,Yokuts (Valley),-119.5,36,yok,W N America,California,Americas
1451,Wikchamni,-119.08,36.42,yok,W N America,California,Americas
1452,Yokuts (Yaudanchi),-119.08,36.08,yok,W N America,California,Americas
2057,Mono (USA),-119,38,mnr,W N America,California,Americas
418,Yokuts (Yawelmani),-119,35,yok,W N America,California,Americas
2633,Tubatulabal,-118.33,36,tub,W N America,California,Americas
1703,Kawaiisu,-117.5,36,xaw,W N America,California,Americas
2414,Serrano,-117,34.5,ser,W N America,California,Americas
2441,Slavey,-120,60,xsl,E N America,E North America,Americas
2839,Beaver,-116,56,bea,E N America,E North America,Americas
354,Slave,-116,60,scs,E N America,E North America,Americas
1176,Chipewyan,-106,59,chp,E N America,E North America,Americas
1180,Michif,-100.17,52,crg,E N America,E North America,Americas
1252,Chippewa (Red Lake and Pillager),-95,48,ciw,E N America,E North America,Americas
27,Atakapa,-93.5,30,aqp,E N America,E North America,Americas
1253,Ojibwe (Minnesota),-92.5,47.67,ojw,E N America,E North America,Americas
1279,Inuktitut (Rankin Inlet),-92,63,iku,E N America,E North America,Americas
202,Natchez,-91.33,31.75,ncz,E N America,E North America,Americas
53,Chitimacha,-91,29.67,ctm,E N America,E North America,Americas
386,Tunica,-91,32.67,tun,E N America,E North America,Americas
1999,Illinois,-90,40,mia,E N America,E North America,Americas
2245,Ojibwa (Severn),-90,53,ojs,E N America,E North America,Americas
1038,Biloxi,-88.67,30.5,bll,E N America,E North America,Americas
54,Choctaw,-88.5,32.25,cho,E N America,E North America,Americas
1973,Menomini,-88.33,45.5,mez,E N America,E North America,Americas
1143,Chickasaw,-88,34,cic,E N America,E North America,Americas
618,Alabama,-87.42,32.33,akz,E N America,E North America,Americas
422,Yuchi,-86.75,35.75,yuc,E N America,E North America,Americas
135,Koasati,-85.17,34.83,cku,E N America,E North America,Americas
1182,Creek,-85,34,mus,E N America,E North America,Americas
2007,Mikasuki,-85,32,mik,E N America,E North America,Americas
2324,Potawatomi,-85,44.5,pot,E N America,E North America,Americas
3069,Ojibwa (Central),-84.15,46.57,ojc,E N America,E North America,Americas
1255,Creek (Seminole),-84,33,mus,E N America,E North America,Americas
1754,Kickapoo,-84,42.25,kic,E N America,E North America,Americas
1134,Cherokee,-83.5,35.5,chr,E N America,E North America,Americas
694,Fox,-83,43,sac,E N America,E North America,Americas
321,Ojibwa,-83,47,oji,E N America,E North America,Americas
2435,Shawnee,-83,40,sjw,E N America,E North America,Americas
377,Timucua,-82,30,tjm,E N America,E North America,Americas
1135,Catawba,-80.5,35.5,chc,E N America,E North America,Americas
59,Cree (Plains),-80,52,crk,E N America,E North America,Americas
2244,Ojibwa (Eastern),-80,46,ojg,E N America,E North America,Americas
2626,Tutelo,-78.75,37.67,tta,E N America,E North America,Americas
930,Sign Language American,-78,39,ase,E N America,E North America,Americas
349,Seneca,-77.5,42.5,see,E N America,E North America,Americas
2639,Tuscarora,-77.5,36,tus,E N America,E North America,Americas
2743,Wyandot,-77.5,44.33,wya,E N America,E North America,Americas
876,Algonquin,-77,46,alq,E N America,E North America,Americas
1118,Cayuga,-76.75,42.75,cay,E N America,E North America,Americas
2295,Powhatan,-76.5,37.33,pim,E N America,E North America,Americas
2191,Nanticoke,-76.25,38,nnt,E N America,E North America,Americas
2252,Onondaga,-76.17,42.75,ono,E N America,E North America,Americas
1278,Inuktitut (Salluit),-76,62,iku,E N America,E North America,Americas
461,Oneida,-75.67,43,one,E N America,E North America,Americas
1273,Unami,-75.17,40,del,E N America,E North America,Americas
1488,Sign Language Québec,-75,48,fcs,E N America,E North America,Americas
2668,Munsee,-74.67,41.5,umu,E N America,E North America,Americas
2054,Mohawk,-74.25,43.5,moh,E N America,E North America,Americas
2551,Atikamekw,-74,48,atj,E N America,E North America,Americas
1179,Cree (Eastern),-74,51,cre,E N America,E North America,Americas
2052,Mahican,-73.5,42.67,mjy,E N America,E North America,Americas
1277,Inuktitut (Quebec-Labrador),-73,62,iku,E N America,E North America,Americas
822,Abenaki (Western),-72.25,44,abe,E N America,E North America,Americas
2700,Massachusett,-71,42.5,wam,E N America,E North America,Americas
2204,Naskapi,-70,56,nsk,E N America,E North America,Americas
563,Passamaquoddy,-67,45,pqm,E N America,E North America,Americas
2051,Montagnais,-65,52,moe,E N America,E North America,Americas
2001,Micmac,-63,45,mic,E N America,E North America,Americas
1079,Beothuk,-57,48,bue,E N America,E North America,Americas
511,Greenlandic Eskimo (West),-51,63,kal,E N America,E North America,Americas
1282,Greenlandic (South),-44,60,kal,E N America,E North America,Americas
1281,Greenlandic (East),-40,65,kal,E N America,E North America,Americas
166,Luiseño,-117.17,33.33,lui,C America,Mesoamerica,Americas
63,Diegueño,-117,33,dih,C America,Mesoamerica,Americas
1203,Cupeño,-116.5,33.17,cup,C America,Mesoamerica,Americas
1261,Tiipay (Jamul),-116.5,32.17,dih,C America,Mesoamerica,Americas
520,Cahuilla,-116.25,33.5,chl,C America,Mesoamerica,Americas
1260,Diegueño (Mesa Grande),-116.17,32.67,dih,C America,Mesoamerica,Americas
1773,Kiliwa,-115.67,31.33,klb,C America,Mesoamerica,Americas
616,Cocopa,-115,32.33,coc,C America,Mesoamerica,Americas
1383,Nevome,-112.5,31,ood,C America,Mesoamerica,Americas
2412,Seri,-112,29,sei,C America,Mesoamerica,Americas
2291,Pima Bajo,-111,29,pia,C America,Mesoamerica,Americas
503,Yaqui,-110.25,27.5,yaq,C America,Mesoamerica,Americas
765,Eudeve,-109.67,29.17,opt,C America,Mesoamerica,Americas
2685,Guarijío,-108.67,27.75,var,C America,Mesoamerica,Americas
2939,River Warihío,-108.56,27.1,var,C America,Mesoamerica,Americas
1933,Mayo,-108,26,mfy,C America,Mesoamerica,Americas
2512,Tarahumara (Western),-108,27.5,tac,C America,Mesoamerica,Americas
2527,Tubar,-108,27,tbu,C America,Mesoamerica,Americas
2519,Tarahumara (Central),-107.5,27.5,tar,C America,Mesoamerica,Americas
689,Rarámuri,-107.2922,27.4489,tac,C America,Mesoamerica,Americas
2214,Tepehuan (Northern),-107,26.33,ntp,C America,Mesoamerica,Americas
688,Cora,-104.83,22.17,crn,C America,Mesoamerica,Americas
2549,Tepecano,-104.75,21.75,tep,C America,Mesoamerica,Americas
1600,Huichol,-104,22,hch,C America,Mesoamerica,Americas
2145,Nahuatl (Michoacan),-103,18.5,ncl,C America,Mesoamerica,Americas
365,Tarascan,-101.67,19.5,tsz,C America,Mesoamerica,Americas
60,Cuitlatec,-101,17.5,qpb,C America,Mesoamerica,Americas
50,Chichimec,-100.5,21.67,pei,C America,Mesoamerica,Americas
2262,Otomí (Santiago Mexquititlan),-100.08,20.08,otq,C America,Mesoamerica,Americas
666,Coahuiltec,-100,28,xcw,C America,Mesoamerica,Americas
1934,Mazahua,-99.92,19.42,maz,C America,Mesoamerica,Americas
2241,Ocuilteco,-99.67,18.92,ocu,C America,Mesoamerica,Americas
3099,Otomi (Estado de México),-99.61,19.88,ots,C America,Mesoamerica,Americas
2129,Nahuatl (Xalitla),-99.5,18,ngu,C America,Mesoamerica,Americas
2277,Pame,-99.5,22,pbs,C America,Mesoamerica,Americas
3028,Otomi (Tilapa),-99.41,19.18,otl,C America,Mesoamerica,Americas
619,Huastec,-99.33,22.08,hus,C America,Mesoamerica,Americas
2940,Nahuatl (Ometepec),-99.3,17.33,nht,C America,Mesoamerica,Americas
2011,Mixtec (Ayutla),-99.17,16.92,miy,C America,Mesoamerica,Americas
498,Otomi (Mezquital),-99.17,20.17,ote,C America,Mesoamerica,Americas
760,Comecrudo,-99,25.83,xcm,C America,Mesoamerica,Americas
2130,Nahuatl (Huasteca),-99,22,nhw,C America,Mesoamerica,Americas
572,Nahuatl (Tetelcingo),-99,19.67,nhg,C America,Mesoamerica,Americas
2606,Tlapanec,-99,17.08,tcf,C America,Mesoamerica,Americas
2261,Otomí (Sierra),-98.83,20.67,otm,C America,Mesoamerica,Americas
2009,Mixtec (Alacatlatzala),-98.58,17.25,mim,C America,Mesoamerica,Americas
2166,Nahuatl (Central),-98.25,19,nhn,C America,Mesoamerica,Americas
2144,Nahuatl (North Puebla),-98.25,20,ncj,C America,Mesoamerica,Americas
2025,Mixtec (Silacayoapan),-98.17,17.5,mks,C America,Mesoamerica,Americas
2544,Tepehuan (Southeastern),-98.17,20.83,stp,C America,Mesoamerica,Americas
792,Nahuatl (Huauchinango),-98.08,20.17,nhi,C America,Mesoamerica,Americas
890,Amuzgo,-98,16.83,amu,C America,Mesoamerica,Americas
2010,Mixtec (Jicaltepec),-98,16.33,mio,C America,Mesoamerica,Americas
2013,Mixtec (San Juan Colorado),-98,16.5,mjc,C America,Mesoamerica,Americas
372,Tepehua (Huehuetla),-98,20,tee,C America,Mesoamerica,Americas
2260,Otomí (Ixtenco),-97.92,19.08,otz,C America,Mesoamerica,Americas
2607,Trique (Copala),-97.92,17.17,trc,C America,Mesoamerica,Americas
2006,Mixtec (Chayuco),-97.83,16.42,mih,C America,Mesoamerica,Americas
2111,Mixtec (Jamiltepec),-97.83,16.25,mxt,C America,Mesoamerica,Americas
2274,Popoloca (San Vicente Coyotepec),-97.83,18.25,pbf,C America,Mesoamerica,Americas
2600,Totonac (Xicotepec de Juárez),-97.83,20.42,too,C America,Mesoamerica,Americas
2612,Trique (Chicahuaxtla),-97.83,17.17,trs,C America,Mesoamerica,Americas
2000,Mixtec (Atatlahuca),-97.75,17,mib,C America,Mesoamerica,Americas
2003,Mixtec (Ocotepec),-97.75,17.17,mie,C America,Mesoamerica,Americas
2843,Totonac (Filomeno Mata),-97.68,20.2,tlp,C America,Mesoamerica,Americas
1194,Chatino (Tataltepec),-97.58,16.17,cta,C America,Mesoamerica,Americas
186,Mixtec (Chalcatongo),-97.58,17.05,mig,C America,Mesoamerica,Americas
1355,Mixtec (Molinos),-97.58,17,mig,C America,Mesoamerica,Americas
2066,Mixtec (Yosondúa),-97.58,16.92,mpm,C America,Mesoamerica,Americas
2005,Mixtec (San Miguel el Grande),-97.57,17.05,mig,C America,Mesoamerica,Americas
2273,Popoloca (Metzontla),-97.5,18.17,pbe,C America,Mesoamerica,Americas
3022,Chatino (Zenzontepec),-97.49,16.53,czn,C America,Mesoamerica,Americas
1174,Chocho,-97.42,17.67,coz,C America,Mesoamerica,Americas
2601,Totonac (Sierra),-97.42,19.92,tos,C America,Mesoamerica,Americas
1198,Chatino (Sierra Occidental),-97.33,16.25,ctp,C America,Mesoamerica,Americas
956,Nahuatl (Sierra de Zacapoaxtla),-97.33,19.58,azz,C America,Mesoamerica,Americas
509,Totonac (Papantla),-97.33,20.33,top,C America,Mesoamerica,Americas
1258,Chatino (Yaitepec),-97.25,16.25,ctp,C America,Mesoamerica,Americas
1206,Chatino (Nopala),-97.17,16.08,cya,C America,Mesoamerica,Americas
1664,Ixcatec,-97.17,17.83,ixc,C America,Mesoamerica,Americas
2821,Zapotec (Texmelucan),-97.17,16.5,zpz,C America,Mesoamerica,Americas
1930,Mazatec (Chiquihuitlán),-96.92,17.75,maq,C America,Mesoamerica,Americas
2008,Mixtec (Peñoles),-96.92,17.08,mil,C America,Mesoamerica,Americas
668,Totonac (Misantla),-96.92,19.92,tlc,C America,Mesoamerica,Americas
1205,Cuicatec,-96.83,17.83,cut,C America,Mesoamerica,Americas
697,Mazateco (Huautla),-96.83,18.25,mau,C America,Mesoamerica,Americas
3049,Zapotec (San Baltazar Loxicha),-96.79,16.07,zpx,C America,Mesoamerica,Americas
1175,Chinantec (Palantla),-96.75,18.83,cpa,C America,Mesoamerica,Americas
1138,Chinantec (Quiotepec),-96.67,17.58,chq,C America,Mesoamerica,Americas
1192,Chinantec (Sochiapan),-96.67,17.75,cso,C America,Mesoamerica,Americas
2012,Mixtec (Coatzospan),-96.58,18.08,miz,C America,Mesoamerica,Americas
2800,Zapotec (Juárez),-96.58,17.5,zaa,C America,Mesoamerica,Americas
1204,Chinantec (San Felipe Usila),-96.5,17.92,cuc,C America,Mesoamerica,Americas
1166,Chinantec (Tepetotutla),-96.5,17.83,cnt,C America,Mesoamerica,Americas
794,Nahuatl (Pochutla),-96.5,15.75,xpo,C America,Mesoamerica,Americas
2817,Zapotec (Ixtlan),-96.5,17.25,zpd,C America,Mesoamerica,Americas
2801,Zapotec (San Lucas Quiaviní),-96.47,16.9,zab,C America,Mesoamerica,Americas
1128,Chinantec (Comaltepec),-96.42,17.58,cco,C America,Mesoamerica,Americas
2320,Popoloca (San Juan Atzingo),-96.42,18.17,poe,C America,Mesoamerica,Americas
2819,Zapotec (Mixtepec),-96.33,16.33,zpm,C America,Mesoamerica,Americas
2804,Zapotec (Mitla),-96.25,16.8,zaw,C America,Mesoamerica,Americas
2820,Zapotec (Zoogocho),-96.25,17.25,zpq,C America,Mesoamerica,Americas
2803,Zapotec (Yatzachi),-96.2,17.2,zav,C America,Mesoamerica,Americas
2110,Mixe (Tlahuitoltepec),-96.17,17.08,mxp,C America,Mesoamerica,Americas
2818,Zapotec (Quiegolani),-96.08,16.17,zpi,C America,Mesoamerica,Americas
185,Mixe,-96,17,mixe,C America,Mesoamerica,Americas
2091,Mixe (Totontepec),-96,17.25,mto,C America,Mesoamerica,Americas
551,Chinantec (Lealao),-95.92,17.33,cle,C America,Mesoamerica,Americas
55,Chontal (Highland),-95.75,16.25,chd,C America,Mesoamerica,Americas
1163,Chontal (Huamelultec Oaxaca),-95.75,16,clo,C America,Mesoamerica,Americas
1952,Mixe (Coatlán),-95.67,16.92,mco,C America,Mesoamerica,Americas
474,Sierra Popoluca,-95.17,18.33,poi,C America,Mesoamerica,Americas
106,Huave,-95,16,hve,C America,Mesoamerica,Americas
1625,Huave (San Mateo del Mar),-95,16.22,huv,C America,Mesoamerica,Americas
2308,Olutec,-95,17.95,plo,C America,Mesoamerica,Americas
2323,Sayultec,-95,17.83,pos,C America,Mesoamerica,Americas
2135,Nahuatl (Mecayapan Isthmus),-94.83,18.25,nhx,C America,Mesoamerica,Americas
2167,Nahuatl (Pajapan),-94.75,18.25,nhp,C America,Mesoamerica,Americas
2814,Zoque (Chimalapa),-94.75,16.75,zoh,C America,Mesoamerica,Americas
2994,Huave (San Francisco del Mar),-94.63,16.23,hue,C America,Mesoamerica,Americas
2941,Popoluca (Texistepec),-94.54,17.56,poq,C America,Mesoamerica,Americas
459,Zapotec (Isthmus),-94.17,16.33,zai,C America,Mesoamerica,Americas
1460,Zoque (Ostuacan),-93.3,17.42,zoc,C America,Mesoamerica,Americas
492,Zoque (Copainalá),-93.25,17,zoc,C America,Mesoamerica,Americas
2816,Zoque (Francisco León),-93.25,17.33,zos,C America,Mesoamerica,Americas
2815,Zoque (Rayon),-93,17.08,zor,C America,Mesoamerica,Americas
2654,Tzotzil (San Andrés),-92.83,17,tzo,C America,Mesoamerica,Americas
2655,Tzotzil (Zinacantán),-92.83,16.83,tzo,C America,Mesoamerica,Americas
2652,Tzotzil,-92.67,16.5,tzo,C America,Mesoamerica,Americas
1136,Chontal Maya,-92.58,18.17,chf,C America,Mesoamerica,Americas
1196,Chol,-92.5,17.75,ctu,C America,Mesoamerica,Americas
1433,Tzeltal (Aguacatenango),-92.5,16.42,tzh,C America,Mesoamerica,Americas
1434,Tzeltal (Tenejapa),-92.33,16.67,tzh,C America,Mesoamerica,Americas
1167,Chicomuceltec,-92.25,15.5,cob,C America,Mesoamerica,Americas
804,Tzeltal,-92.25,16.83,tzh,C America,Mesoamerica,Americas
2627,Teco,-92.08,15.42,ttc,C America,Mesoamerica,Americas
2651,Tzeltal (Bachajón),-92,16.92,tzh,C America,Mesoamerica,Americas
1787,Kanjobal (Western),-91.83,15.83,knj,C America,Mesoamerica,Americas
2101,Mam,-91.83,15,mam,C America,Mesoamerica,Americas
460,Jacaltec,-91.67,15.67,jac,C America,Mesoamerica,Americas
1760,Kanjobal (Eastern),-91.67,15.33,kjb,C America,Mesoamerica,Americas
2039,Mam (Southern),-91.67,14.83,mam,C America,Mesoamerica,Americas
1107,Chuj,-91.58,15.92,cac,C America,Mesoamerica,Americas
1861,Lacandón,-91.5,17,lac,C America,Mesoamerica,Americas
2598,Tojolabal,-91.5,16.33,toj,C America,Mesoamerica,Americas
3121,Sipakapense,-91.45,15.15,qum,C America,Mesoamerica,Americas
855,Aguacatec,-91.33,15.42,agu,C America,Mesoamerica,Americas
388,Tzutujil,-91.33,14.67,tzj,C America,Mesoamerica,Americas
1155,Cakchiquel,-91,14.5,ckz,C America,Mesoamerica,Americas
1665,Ixil,-91,15.5,ixl,C America,Mesoamerica,Americas
337,Quiche,-91,15.5,quc,C America,Mesoamerica,Americas
826,Achí,-90.5,15.17,acr,C America,Mesoamerica,Americas
2319,Pocomam,-90.5,14.67,poc,C America,Mesoamerica,Americas
2318,Pokomchí,-90.5,15.42,poh,C America,Mesoamerica,Americas
1660,Itzaj,-89.83,17,itz,C America,Mesoamerica,Americas
1730,K'ekchí,-89.83,16,kek,C America,Mesoamerica,Americas
2317,Pocomam Oriental,-89.75,14.75,poc,C America,Mesoamerica,Americas
332,Pipil,-89.58,13.83,ppl,C America,Mesoamerica,Americas
1105,Chortí,-89.25,14.83,caa,C America,Mesoamerica,Americas
682,Yucatec,-89,20,yua,C America,Mesoamerica,Americas
1101,Mískito Coast English Creole,-88.83,16.25,bzk,C America,Mesoamerica,Americas
2058,Mopan,-88.67,16.58,mop,C America,Mesoamerica,Americas
1106,Garífuna,-88,15.67,cab,C America,Mesoamerica,Americas
1683,Tol,-87,14.67,jic,C America,Mesoamerica,Americas
2272,Pech,-85.5,15,pay,C America,Mesoamerica,Americas
2495,Sumu,-84.5,13,yan,C America,Mesoamerica,Americas
454,Rama,-83.75,11.75,rma,C America,Mesoamerica,Americas
184,Miskito,-83.67,14,miq,C America,Mesoamerica,Americas
1152,Cabécar,-83.42,9.75,cjp,C America,Mesoamerica,Americas
1066,Boruca,-83.25,8.83,brn,C America,Mesoamerica,Americas
519,Bribri,-83,9.42,bzd,C America,Mesoamerica,Americas
2556,Teribe,-82.67,9.33,tfr,C America,Mesoamerica,Americas
90,Guaymí,-82,8.67,gym,C America,Mesoamerica,Americas
2392,Buglere,-81.25,8.5,sab,C America,Mesoamerica,Americas
1670,Jamaican Creole,-77.25,18.17,jam,C America,Mesoamerica,Americas
1597,Haitian Creole,-72.5,19,hat,C America,Mesoamerica,Americas
1266,Guadeloupe Creole,-61.5,16.25,gcf,C America,Mesoamerica,Americas
1379,Lesser Antillean French Creole,-61.17,15,acf,C America,Mesoamerica,Americas
1267,Martinique Creole,-61,14.67,gcf,C America,Mesoamerica,Americas
853,Aguaruna,-78,-5,agr,S America,NE South America,Americas
1620,Huambisa,-78,-4,hub,S America,NE South America,Americas
352,Shuar,-78,-2.5,jiv,S America,NE South America,Americas
58,Cofán,-77.17,0.17,con,S America,NE South America,Americas
42,Candoshi,-77,-4.17,cbu,S America,NE South America,Americas
599,Chayahuita,-77,-5.5,cbt,S America,NE South America,Americas
1677,Jebero,-76.5,-5.42,jeb,S America,NE South America,Americas
397,Waorani,-76.5,-1,auc,S America,NE South America,Americas
2822,Zaparo,-76.33,-2,zro,S America,NE South America,Americas
2428,Siona,-76.25,0.33,snn,S America,NE South America,Americas
832,Achuar,-76,-3,acu,S America,NE South America,Americas
326,Paez,-76,-3,pbb,S America,NE South America,Americas
2415,Secoya,-76,-0.33,sey,S America,NE South America,Americas
2611,Taushiro,-76,-2.5,trr,S America,NE South America,Americas
1126,Cashibo,-75.5,-8.5,cbr,S America,NE South America,Americas
1169,Koreguaje,-75.5,1,coe,S America,NE South America,Americas
695,Chamicuro,-75.48,-5.23,ccc,S America,NE South America,Americas
922,Arabela,-75.17,-2,arl,S America,NE South America,Americas
567,Shipibo-Konibo,-75,-7.5,shp,S America,NE South America,Americas
392,Urarina,-75,-4,ura,S America,NE South America,Americas
1168,Cocama,-74.5,-5,cod,S America,NE South America,Americas
1151,Campa Pajonal Asheninca,-74.25,-10.67,cjo,S America,NE South America,Americas
1701,Capanahua,-74,-7,kaq,S America,NE South America,Americas
1122,Chimila,-74,10,cbg,S America,NE South America,Americas
1619,Huitoto (Minica),-74,-0.33,hto,S America,NE South America,Americas
1650,Iquito,-74,-3.25,iqu,S America,NE South America,Americas
1121,Muisca,-74,5,chb,S America,NE South America,Americas
1792,Cogui,-73.83,11,kog,S America,NE South America,Americas
3110,Tinigua,-73.77,2.72,tit,S America,NE South America,Americas
532,Ika,-73.75,10.67,arh,S America,NE South America,Americas
1940,Damana,-73.5,11,mbp,S America,NE South America,Americas
1624,Huitoto (Murui),-73.5,-1,huu,S America,NE South America,Americas
2250,Omagua,-73.5,-4,omg,S America,NE South America,Americas
3232,Iskonawa,-73.41,-7.47,isc,S America,NE South America,Americas
1947,Matsés,-73.25,-5.42,mcf,S America,NE South America,Americas
1120,Carijona,-73,1,cbd,S America,NE South America,Americas
1688,Japreria,-73,10.5,jru,S America,NE South America,Americas
2059,Motilón (Chibchan),-73,9,mot,S America,NE South America,Americas
2757,Yaminahua,-73,-8,yaa,S America,NE South America,Americas
2795,Yukpa,-72.75,10.17,yup,S America,NE South America,Americas
1945,Machiguenga,-72.67,-12,mcb,S America,NE South America,Americas
884,Amahuaca,-72.5,-10.5,amc,S America,NE South America,Americas
194,Muinane,-72.5,-1,bmr,S America,NE South America,Americas
2254,Orejón,-72.5,-2.83,ore,S America,NE South America,Americas
1047,Bora,-72.33,-2.17,boa,S America,NE South America,Americas
825,Achagua,-72.25,4.42,aca,S America,NE South America,Americas
2592,Tunebo,-72.25,6.75,tuf,S America,NE South America,Americas
769,Guaque,-72.08,1,cbd,S America,NE South America,Americas
898,Andoke,-72,-0.67,ano,S America,NE South America,Americas
1571,Guayabero,-72,2.83,guo,S America,NE South America,Americas
1246,Umaua,-72,1,cbd,S America,NE South America,Americas
696,Wayuu,-72,12,guc,S America,NE South America,Americas
414,Yagua,-72,-3.5,yad,S America,NE South America,Americas
45,Cashinahua,-71.83,-10.5,cbs,S America,NE South America,Americas
578,Witoto,-71.78,-2.15,huu,S America,NE South America,Americas
2240,Ocaina,-71.75,-2.75,oca,S America,NE South America,Americas
1942,Nukak,-71.5,2.5,mbr,S America,NE South America,Americas
339,Resígaro,-71.5,-2.42,rgr,S America,NE South America,Americas
1311,Sikuani,-71.5,6.25,guh,S America,NE South America,Americas
1939,Macaguán,-71.33,6.5,mbn,S America,NE South America,Americas
751,Betoi,-71.25,7.17,qtd,S America,NE South America,Americas
1245,Hianacoto,-71,0.83,cbd,S America,NE South America,Americas
1626,Huitoto (Muinane),-71,-2.42,hux,S America,NE South America,Americas
1555,Playero,-71,7,gob,S America,NE South America,Americas
2767,Yucuna,-71,-0.75,ycn,S America,NE South America,Americas
623,Piro,-70.8,-11.47,pie,S America,NE South America,Americas
1119,Carapana,-70.75,0.83,cbc,S America,NE South America,Americas
493,Barasano,-70.67,-0.17,bsn,S America,NE South America,Americas
2591,Retuarã,-70.67,-0.5,tnc,S America,NE South America,Americas
889,Amarakaeri,-70.5,-12.5,amr,S America,NE South America,Americas
1200,Cubeo,-70.5,1.33,cub,S America,NE South America,Americas
762,Cuica,-70.5,9,cuic,S America,NE South America,Americas
1202,Culina,-70.5,-6,cul,S America,NE South America,Americas
2520,Tatuyo,-70.5,0.42,tav,S America,NE South America,Americas
2530,Ticuna,-70.5,-4,tca,S America,NE South America,Americas
2791,Yuruti,-70.42,1,yui,S America,NE South America,Americas
962,Barasano (Northern),-70.25,0.33,bao,S America,NE South America,Americas
2067,Matis,-70.25,-4.42,mpq,S America,NE South America,Americas
2122,Macuna,-70.17,-0.33,myy,S America,NE South America,Americas
2472,Siriano,-70.17,0.75,sri,S America,NE South America,Americas
2634,Tuyuca,-70.08,0.5,tue,S America,NE South America,Americas
1201,Cuiba,-70,6.5,cui,S America,NE South America,Americas
1127,Kakua,-70,1.08,cbv,S America,NE South America,Americas
2442,Sáliba (Colombia),-70,6,slc,S America,NE South America,Americas
1946,Sharanahua,-70,-11,mcd,S America,NE South America,Americas
1276,Desano,-69.83,0.83,des,S America,NE South America,Americas
785,Máko,-69.83,0.42,yab,S America,NE South America,Americas
1577,Guanano,-69.5,0.83,gvc,S America,NE South America,Americas
2296,Piapoco,-69.5,4,pio,S America,NE South America,Americas
